G N M I OF
2 80 112 34 237264.41
2 80 112 35 216992.24
2 80 112 36 209904.87
2 80 112 37 211814.08
2 80 112 38 198507.06
2 80 112 39 234794.88
2 80 112 40 195945.28
2 80 112 41 186157.88
2 80 112 42 208187.83
2 80 112 43 232065.93
2 80 112 44 229983.4
2 80 112 45 239255.87
2 80 112 46 193411.66
2 80 112 47 216555.86
2 80 112 48 205848.7
2 80 112 49 204761.26
2 80 48 0 92896.69
2 80 48 1 94060.33
2 80 48 2 89459.96
2 80 48 3 72694.97
2 80 48 4 86667.62
2 80 48 5 94777.58
2 80 48 6 88511.06
2 80 48 7 85403.94
2 80 48 8 76447.26
2 80 48 9 77057.58
2 80 48 10 74104.39
2 80 48 11 100932.2
2 80 48 12 83001.42
2 80 48 13 94624.26
2 80 48 14 98563.48
2 80 48 15 95384.91
2 80 48 16 74510.67
2 80 48 17 76322.95
2 80 48 18 90831.86
2 80 48 19 90047.06
2 80 48 20 80612.24
2 80 48 21 83506.91
2 80 48 22 86151.85
2 80 48 23 94378.23
2 80 48 24 88474
2 80 48 25 88988.72
2 80 48 26 87454.15
2 80 48 27 96993.53
2 80 48 28 81073.53
2 80 48 29 89330.58
2 80 48 30 76095.47
2 80 48 31 106116.22
2 80 48 32 91705.19
2 80 48 33 81859.38
2 80 48 34 94525.58
2 80 48 35 75274.54
2 80 48 36 85253.59
2 80 48 37 98204.97
2 80 48 38 88539.01
2 80 48 39 105360.63
2 80 48 40 87135.43
2 80 48 41 92291.87
2 80 48 42 80528.77
2 80 48 43 75141.86
2 80 48 44 90045.66
2 80 48 45 81133.37
2 80 48 46 89110.86
2 80 48 47 82684.46
2 80 48 48 86703.66
2 80 48 49 82156.66
2 80 80 0 168146.07
2 80 80 1 154038.08
2 80 80 2 152763.59
2 80 80 3 161432.58
2 80 80 4 159142.41
2 80 80 5 158472.13
2 80 80 6 172421.4
2 80 80 7 136086.41
2 80 80 8 158870.07
2 80 80 9 136310.89
2 80 80 10 121333.58
2 80 80 11 160595.86
2 80 80 12 157922.3
2 80 80 13 134075.78
2 80 80 14 138696.12
2 80 80 15 143293.49
2 80 80 16 143012.35
2 80 80 17 138105.22
2 80 80 18 138165.17
2 80 80 19 136549.2
2 80 80 20 128290.31
2 80 80 21 150725.71
2 80 80 22 140178.09
2 80 80 23 133843.6
2 80 80 24 165908.11
2 80 80 25 126829.67
2 80 80 26 133070.3
2 80 80 27 144439.22
2 80 80 28 145570.64
2 80 80 29 144889.45
2 80 80 30 151514.93
2 80 80 31 162408.5
2 80 80 32 182400.7
2 80 80 33 146602.7
2 80 80 34 147850.79
2 80 80 35 159552.63
2 80 80 36 157136.73
2 80 80 37 132868.1
2 80 80 38 147212.77
2 80 80 39 133875.16
2 80 80 40 156521.55
2 80 80 41 131972.14
2 80 80 42 133680.22
2 80 80 43 166651.29
2 80 80 44 147201.57
2 80 80 45 186003.07
2 80 80 46 125222.66
2 80 80 47 140731.5
2 80 80 48 165362.74
2 80 80 49 147453.72
