G N M I OF
2 80 112 32 199198.23
2 80 112 33 225657.59
2 80 112 34 241197.91
2 80 112 35 220679.18
2 80 112 36 213482.14
2 80 112 37 216033.58
2 80 112 38 203013.99
2 80 112 39 243039.86
2 80 112 40 200006.99
2 80 112 41 189899.63
2 80 112 42 211939.54
2 80 112 43 237016.53
2 80 112 44 234190.12
2 80 112 45 244229.51
2 80 112 46 199150.95
2 80 112 47 222679.05
2 80 112 48 210200.21
2 80 112 49 209119
2 80 48 0 94860.3
2 80 48 1 95150.22
2 80 48 2 91124.91
2 80 48 3 73757.13
2 80 48 4 87823.4
2 80 48 5 96552.39
2 80 48 6 89788.68
2 80 48 7 87370.52
2 80 48 8 78618.82
2 80 48 9 78611.11
2 80 48 10 74997.74
2 80 48 11 101965.96
2 80 48 12 85118.93
2 80 48 13 95945.69
2 80 48 14 99386.44
2 80 48 15 96787.09
2 80 48 16 75957.78
2 80 48 17 77353.99
2 80 48 18 93824.63
2 80 48 19 91433.27
2 80 48 20 81412.6
2 80 48 21 85563.06
2 80 48 22 87065.02
2 80 48 23 96490.75
2 80 48 24 89682.31
2 80 48 25 89842.63
2 80 48 26 89107.05
2 80 48 27 98221.79
2 80 48 28 82391.45
2 80 48 29 89890.33
2 80 48 30 76869.19
2 80 48 31 106926.44
2 80 48 32 92535.46
2 80 48 33 83738.6
2 80 48 34 95526.17
2 80 48 35 76020.94
2 80 48 36 86490.93
2 80 48 37 99054.89
2 80 48 38 89743.62
2 80 48 39 106669.48
2 80 48 40 88325.35
2 80 48 41 93910.1
2 80 48 42 81603.47
2 80 48 43 76129.05
2 80 48 44 91692.34
2 80 48 45 82034.58
2 80 48 46 90261.34
2 80 48 47 84658.37
2 80 48 48 88111.22
2 80 48 49 84200.56
2 80 80 0 171125.78
2 80 80 1 156111.09
2 80 80 2 155731.96
2 80 80 3 164900.66
2 80 80 4 161010.19
2 80 80 5 161668.89
2 80 80 6 176324.96
2 80 80 7 139714.77
2 80 80 8 162498.26
2 80 80 9 140307.19
2 80 80 10 124167.6
2 80 80 11 163777.47
2 80 80 12 162791.96
2 80 80 13 136896.72
2 80 80 14 141775.18
2 80 80 15 146143.87
2 80 80 16 146129.12
2 80 80 17 141630.39
2 80 80 18 139967.16
2 80 80 19 139152.06
2 80 80 20 131003.51
2 80 80 21 153326.97
2 80 80 22 141924.25
2 80 80 23 135173.12
2 80 80 24 168148.85
2 80 80 25 128567.57
2 80 80 26 136095.7
2 80 80 27 146321.54
2 80 80 28 148010.48
2 80 80 29 146671.08
2 80 80 30 156018.63
2 80 80 31 166163.34
2 80 80 32 185730.9
2 80 80 33 149108.98
2 80 80 34 150038.39
2 80 80 35 162329.07
2 80 80 36 159840.43
2 80 80 37 135422.23
2 80 80 38 149009.38
2 80 80 39 137152.53
2 80 80 40 159520.92
2 80 80 41 134430.29
2 80 80 42 137568.3
2 80 80 43 171409.87
2 80 80 44 149703.36
2 80 80 45 189643.83
2 80 80 46 128244.84
2 80 80 47 143400.75
2 80 80 48 169097.58
2 80 80 49 150594.92
