G N M I OF
2 20 12 24 3615.2
2 20 12 25 2435.14
2 20 12 26 3541.63
2 20 12 27 4517.42
2 20 12 28 6384.02
2 20 12 29 4929.32
2 20 12 30 3431.84
2 20 12 31 4329.64
2 20 12 32 5198.56
2 20 12 33 2509.93
2 20 12 34 5220.41
2 20 12 35 3371.81
2 20 12 36 5898.96
2 20 12 37 3213.55
2 20 12 38 4985.44
2 20 12 39 4475.02
2 20 12 40 4561.95
2 20 12 41 5227.58
2 20 12 42 4476.6
2 20 12 43 5238.99
2 20 12 44 4444.36
2 20 12 45 4636.45
2 20 12 46 5411.66
2 20 12 47 5911.18
2 20 12 48 4344.07
2 20 12 49 2160.65
2 20 20 0 6288.98
2 20 20 1 9873.38
2 20 20 2 6423.22
2 20 20 3 8723.61
2 20 20 4 6162.13
2 20 20 5 5893.5
2 20 20 6 7142.25
2 20 20 7 11948.18
2 20 20 8 9647.9
2 20 20 9 6635.67
2 20 20 10 9150
2 20 20 11 5577.46
2 20 20 12 8422.23
2 20 20 13 7572.67
2 20 20 14 9909.9
2 20 20 15 7849.14
2 20 20 16 8671.48
2 20 20 17 7467
2 20 20 18 7551.44
2 20 20 19 8487.25
2 20 20 20 5656.03
2 20 20 21 7465.63
2 20 20 22 5344.99
2 20 20 23 9065.58
2 20 20 24 7247.1
2 20 20 25 5802.1
2 20 20 26 8324.81
2 20 20 27 7276.79
2 20 20 28 5952.7
2 20 20 29 10565.17
2 20 20 30 12588.42
2 20 20 31 7571.49
2 20 20 32 4574.68
2 20 20 33 7950.94
2 20 20 34 7858.57
2 20 20 35 8471.14
2 20 20 36 6611.09
2 20 20 37 7749.32
2 20 20 38 7446.67
2 20 20 39 6560.69
2 20 20 40 5070.89
2 20 20 41 7224.34
2 20 20 42 10086.24
2 20 20 43 7593.46
2 20 20 44 5488.86
2 20 20 45 7530.07
2 20 20 46 8546.51
2 20 20 47 9040.78
2 20 20 48 6826.23
2 20 20 49 8342.16
2 20 28 0 12731.96
2 20 28 1 11732.9
2 20 28 2 9370.66
2 20 28 3 12771.41
2 20 28 4 14330.18
2 20 28 5 10251.86
2 20 28 6 17917.1
2 20 28 7 15709.17
2 20 28 8 10226.28
2 20 28 9 10112.69
2 20 28 10 12180.49
2 20 28 11 12722.42
2 20 28 12 10923.46
2 20 28 13 12590.37
2 20 28 14 13948.89
2 20 28 15 12046.41
2 20 28 16 13904.41
2 20 28 17 10275.28
2 20 28 18 12623.72
2 20 28 19 13506.38
2 20 28 20 12516.17
2 20 28 21 13142.4
2 20 28 22 8746.46
2 20 28 23 9776.47
2 20 28 24 12018.69
2 20 28 25 7445.79
2 20 28 26 10764.77
2 20 28 27 9622.31
2 20 28 28 12772.17
2 20 28 29 9947.24
2 20 28 30 12952.04
2 20 28 31 10542.43
2 20 28 32 11500.24
2 20 28 33 13134.65
2 20 28 34 10363.03
2 20 28 35 8071.41
2 20 28 36 11599.21
2 20 28 37 11809.49
2 20 28 38 13011.57
2 20 28 39 11625.52
2 20 28 40 10453.03
2 20 28 41 14843.12
2 20 28 42 11901.75
2 20 28 43 12569.77
2 20 28 44 10984.72
2 20 28 45 10678.3
2 20 28 46 11854.12
2 20 28 47 13041.34
2 20 28 48 13329.29
2 20 28 49 11434.81
2 40 24 0 20604.41
2 40 24 1 21354.35
2 40 24 2 21977
2 40 24 3 20056.51
2 40 24 4 13077.82
2 40 24 5 19523.15
2 40 24 6 20812.7
2 40 24 7 24147.16
2 40 24 8 22948.83
2 40 24 9 18966.46
2 40 24 10 20353.15
2 40 24 11 28670.72
2 40 24 12 16259.55
2 40 24 13 17446.79
2 40 24 14 18765.19
2 40 24 15 18461.12
2 40 24 16 13533.4
2 40 24 17 18493.6
2 40 24 18 22813.09
2 40 24 19 17665.13
2 40 24 20 20308.03
2 40 24 21 24453.42
2 40 24 22 15834.07
2 40 24 23 18026.45
2 40 24 24 19222.61
2 40 24 25 24564.15
2 40 24 26 20374.67
2 40 24 27 22269.43
2 40 24 28 20754.78
2 40 24 29 25447.7
2 40 24 30 16747.34
2 40 24 31 18593.5
2 40 24 32 20226.97
2 40 24 33 15049.8
2 40 24 34 19478.73
2 40 24 35 20747.89
2 40 24 36 21490.13
2 40 24 37 15765.72
2 40 24 38 20764.57
2 40 24 39 28400.65
2 40 24 40 16017.26
2 40 24 41 20248.38
2 40 24 42 18243.58
2 40 24 43 17882.43
2 40 24 44 16485.65
2 40 24 45 17039.93
2 40 24 46 17799.5
2 40 24 47 23589.82
2 40 24 48 14265.74
2 40 24 49 19701.41
2 40 40 0 33279.78
2 40 40 1 37199.53
2 40 40 2 33705.33
2 40 40 3 27939.25
2 40 40 4 38432.96
2 40 40 5 38952.91
2 40 40 6 41012.52
2 40 40 7 32421.22
2 40 40 8 45767.92
2 40 40 9 39824.71
2 40 40 10 30627.87
2 40 40 11 37267.37
2 40 40 12 40842.09
2 40 40 13 35320.83
2 40 40 14 36725.31
2 40 40 15 41225.87
2 40 40 16 26675.95
2 40 40 17 33421.48
2 40 40 18 32546.52
2 40 40 19 33660.34
2 40 40 20 38900.55
2 40 40 21 43362.07
2 40 40 22 33504.03
2 40 40 23 33862.13
2 40 40 24 40958.19
2 40 40 25 32548.32
2 40 40 26 39814.84
2 40 40 27 37596.55
2 40 40 28 33013.88
2 40 40 29 41078.27
2 40 40 30 25915.39
2 40 40 31 36354.56
2 40 40 32 44144.08
2 40 40 33 35796.64
2 40 40 34 27469.62
2 40 40 35 31049.28
2 40 40 36 27521.75
2 40 40 37 33889.96
2 40 40 38 32373.37
2 40 40 39 32896.92
2 40 40 40 32514.13
2 40 40 41 46742.71
2 40 40 42 37530.69
2 40 40 43 35516.03
2 40 40 44 29265.75
2 40 40 45 30453.29
2 40 40 46 31135.38
2 40 40 47 34609.26
2 40 40 48 38683.34
2 40 40 49 39356.11
2 40 56 0 41428.6
2 40 56 1 47916.42
2 40 56 2 46871.78
2 40 56 3 44454.94
2 40 56 4 50910.4
2 40 56 5 52164.06
2 40 56 6 46720.91
2 40 56 7 40308.28
2 40 56 8 52326.31
2 40 56 9 40142.65
2 40 56 10 59066.56
2 40 56 11 45920.06
2 40 56 12 42195.92
2 40 56 13 53654.62
2 40 56 14 61261.86
2 40 56 15 43953.46
2 40 56 16 49239.03
2 40 56 17 55288.19
2 40 56 18 44892.29
2 40 56 19 55196.01
2 40 56 20 45337.15
2 40 56 21 44469.26
2 40 56 22 52286.53
2 40 56 23 33127.61
2 40 56 24 45270.88
2 40 56 25 39953.49
2 40 56 26 50922.43
2 40 56 27 56962.34
2 40 56 28 47575.48
2 40 56 29 67551.9
2 40 56 30 52045.67
2 40 56 31 46627.41
2 40 56 32 68459.7
2 40 56 33 53956.87
2 40 56 34 70706.51
2 40 56 35 59013.22
2 40 56 36 62631.17
2 40 56 37 55053.65
2 40 56 38 46816.58
2 40 56 39 36331.81
2 40 56 40 54156.7
2 40 56 41 55960.99
2 40 56 42 52916.82
2 40 56 43 49573.83
2 40 56 44 61063.51
2 40 56 45 46385.97
2 40 56 46 40213.93
2 40 56 47 53677.89
2 40 56 48 51869.85
2 40 56 49 45098.53
2 80 112 0 219247.11
2 80 112 1 225400.86
2 80 112 2 228113.58
2 80 112 3 224440.49
2 80 112 4 214849.65
2 80 112 5 217844.37
2 80 112 6 228101.63
2 80 112 7 190887.74
2 80 112 8 221695.89
2 80 112 9 204824.13
2 80 112 10 190536.68
2 80 112 11 209158.82
2 80 112 12 203100.18
2 80 112 13 212529.14
2 80 112 14 222219.45
2 80 112 15 180221.72
2 80 112 16 231967.48
2 80 112 17 206405.27
2 80 112 18 237700.21
2 80 112 19 224148.9
2 80 112 20 206349.04
2 80 112 21 191550.27
2 80 112 22 226089.07
2 80 112 23 187802.63
2 80 112 24 192692.78
2 80 112 25 212257.32
2 80 112 26 202863.71
2 80 112 27 206270.99
2 80 112 28 222376.4
2 80 112 29 189812.51
2 80 112 30 179771.22
2 80 112 31 172015.39
2 80 112 32 195560.74
2 80 112 33 220741.44
2 80 112 34 237280.34
