G N M I OF
2 80 112 34 239268.44
2 80 112 35 217729.2
2 80 112 36 211359.27
2 80 112 37 214002.7
2 80 112 38 200773.74
2 80 112 39 240762.67
2 80 112 40 198145.54
2 80 112 41 187941.93
2 80 112 42 210134.86
2 80 112 43 235584.88
2 80 112 44 232138.16
2 80 112 45 240727.9
2 80 112 46 196716.48
2 80 112 47 219518.2
2 80 112 48 207543.35
2 80 112 49 206862.42
2 80 48 0 94194.77
2 80 48 1 94607.15
2 80 48 2 90422.54
2 80 48 3 73093.61
2 80 48 4 87347.28
2 80 48 5 95788.97
2 80 48 6 89522.77
2 80 48 7 87091.98
2 80 48 8 77698.33
2 80 48 9 78269.84
2 80 48 10 74535.81
2 80 48 11 101114.43
2 80 48 12 84333.82
2 80 48 13 94930.88
2 80 48 14 98549.31
2 80 48 15 96259.93
2 80 48 16 75673.54
2 80 48 17 77132.27
2 80 48 18 93125.61
2 80 48 19 90887.23
2 80 48 20 80937.88
2 80 48 21 85455.71
2 80 48 22 86403.3
2 80 48 23 95012.72
2 80 48 24 89175.38
2 80 48 25 89156.41
2 80 48 26 88750.11
2 80 48 27 97497.94
2 80 48 28 81838
2 80 48 29 89654.61
2 80 48 30 76707.06
2 80 48 31 106687.2
2 80 48 32 91823.89
2 80 48 33 83422.46
2 80 48 34 95051.08
2 80 48 35 75495.85
2 80 48 36 86101.93
2 80 48 37 98575.35
2 80 48 38 89335.68
2 80 48 39 105648.81
2 80 48 40 87734.66
2 80 48 41 92941.61
2 80 48 42 81306.04
2 80 48 43 76014.48
2 80 48 44 91064.46
2 80 48 45 81592.45
2 80 48 46 89992.33
2 80 48 47 83804.99
2 80 48 48 87718.22
2 80 48 49 83142.36
2 80 80 0 170388.04
2 80 80 1 154574.29
2 80 80 2 154206.22
2 80 80 3 163788.41
2 80 80 4 159870.15
2 80 80 5 159731.84
2 80 80 6 174687.59
2 80 80 7 138730.35
2 80 80 8 160733.27
2 80 80 9 138914.5
2 80 80 10 122156.13
2 80 80 11 161554.21
2 80 80 12 161110.87
2 80 80 13 135570.69
2 80 80 14 140386.21
2 80 80 15 144625.98
2 80 80 16 144664.67
2 80 80 17 140325.61
2 80 80 18 138536.82
2 80 80 19 137988.17
2 80 80 20 129809.41
2 80 80 21 152700.86
2 80 80 22 140450.85
2 80 80 23 134265.31
2 80 80 24 167077
2 80 80 25 127429.67
2 80 80 26 134452.4
2 80 80 27 144299.18
2 80 80 28 146786.66
2 80 80 29 145989.32
2 80 80 30 152623.81
2 80 80 31 164413.17
2 80 80 32 184658.32
2 80 80 33 147447.63
2 80 80 34 148771.25
2 80 80 35 161150.88
2 80 80 36 158884.29
2 80 80 37 133509.83
2 80 80 38 147082.2
2 80 80 39 135867.58
2 80 80 40 157952.56
2 80 80 41 133850.33
2 80 80 42 136294.82
2 80 80 43 168911.17
2 80 80 44 148499.12
2 80 80 45 188277.42
2 80 80 46 126979.53
2 80 80 47 142182.24
2 80 80 48 166595.06
2 80 80 49 147987.11
