G N M I OF
2 80 112 34 239602.23
2 80 112 35 220390.29
2 80 112 36 211227.64
2 80 112 37 214119.79
2 80 112 38 200445.43
2 80 112 39 239458.48
2 80 112 40 197974.04
2 80 112 41 186942.67
2 80 112 42 210916.49
2 80 112 43 235409.44
2 80 112 44 231407.38
2 80 112 45 241468.6
2 80 112 46 194103.96
2 80 112 47 219621.7
2 80 112 48 207531.37
2 80 112 49 206442.21
2 80 48 0 94244.51
2 80 48 1 95054.12
2 80 48 2 91359.11
2 80 48 3 73438.36
2 80 48 4 87412.67
2 80 48 5 96589.21
2 80 48 6 89323.07
2 80 48 7 86218.76
2 80 48 8 77093.89
2 80 48 9 78599.14
2 80 48 10 74705.94
2 80 48 11 101556.94
2 80 48 12 84421.73
2 80 48 13 95912.38
2 80 48 14 99680.78
2 80 48 15 96741.78
2 80 48 16 75707.19
2 80 48 17 77068.6
2 80 48 18 92234.79
2 80 48 19 90526.61
2 80 48 20 81051.43
2 80 48 21 85252.8
2 80 48 22 86845.08
2 80 48 23 95391.28
2 80 48 24 88741.54
2 80 48 25 90526.88
2 80 48 26 88607.8
2 80 48 27 98035.39
2 80 48 28 82018.46
2 80 48 29 91085.38
2 80 48 30 76779.38
2 80 48 31 106658.09
2 80 48 32 92734.03
2 80 48 33 82548.64
2 80 48 34 94565.86
2 80 48 35 75689.2
2 80 48 36 86723.19
2 80 48 37 98444.37
2 80 48 38 89071.62
2 80 48 39 106428.82
2 80 48 40 87505.67
2 80 48 41 93817.26
2 80 48 42 81170.15
2 80 48 43 75639.25
2 80 48 44 90634
2 80 48 45 83578.43
2 80 48 46 90352.03
2 80 48 47 82797.55
2 80 48 48 87576.2
2 80 48 49 83004.48
2 80 80 0 171560.44
2 80 80 1 154869.02
2 80 80 2 155017.72
2 80 80 3 164717.74
2 80 80 4 160230.48
2 80 80 5 163253.05
2 80 80 6 173622.38
2 80 80 7 137703.81
2 80 80 8 160553.89
2 80 80 9 137957.93
2 80 80 10 121778.83
2 80 80 11 163979.01
2 80 80 12 158888.63
2 80 80 13 135868.69
2 80 80 14 141028.37
2 80 80 15 144613.02
2 80 80 16 144928.16
2 80 80 17 140295.79
2 80 80 18 140728.59
2 80 80 19 137514.84
2 80 80 20 128948.64
2 80 80 21 153031.16
2 80 80 22 142230.96
2 80 80 23 136194.6
2 80 80 24 167262.1
2 80 80 25 127620.55
2 80 80 26 134601.95
2 80 80 27 144549.28
2 80 80 28 146382.08
2 80 80 29 145581.13
2 80 80 30 152472.34
2 80 80 31 165242.13
2 80 80 32 184270.66
2 80 80 33 148759.34
2 80 80 34 150307.56
2 80 80 35 160979.64
2 80 80 36 158134.9
2 80 80 37 134214.32
2 80 80 38 147201.99
2 80 80 39 136019.48
2 80 80 40 158193.12
2 80 80 41 133513.49
2 80 80 42 135318.7
2 80 80 43 169587.56
2 80 80 44 148788.2
2 80 80 45 188045.6
2 80 80 46 127063.99
2 80 80 47 143339.59
2 80 80 48 165996.1
2 80 80 49 148623.74
